"chr"	"start"	"end"	"name"
6	62413285	71672066	"1_1_1_1_1_0_0_0_0_1_1_1_0.9587"
6	74509951	74748835	"1_1_1_1_1_0_0_0_0_1_1_1_0.189"
6	75284287	76363118	"1_1_1_1_1_0_0_0_0_1_1_1_0.641"
6	82708300	87477284	"1_1_1_1_1_0_0_0_0_1_1_1_0.5021"
6	87578688	89742280	"1_1_1_1_1_0_0_0_0_1_1_1_0.2274"
6	94798388	95149349	"1_1_1_1_1_0_0_0_0_1_1_1_0.639"
6	100044039	100183675	"1_1_1_1_1_0_0_0_0_1_1_1_0.169"
6	105559176	106416732	"1_1_1_1_1_0_0_0_0_1_1_1_0.615"
6	107707137	107772037	"1_1_1_1_1_0_0_0_0_1_1_1_0.160"
7	12955570	13746982	"1_1_1_1_1_0_0_0_0_1_1_1_0.957"
7	14046108	15250837	"1_1_1_1_1_0_0_0_0_1_1_1_0.825"
7	15426708	15921413	"1_1_1_1_1_0_0_0_0_1_1_1_0.283"
7	16886807	24178060	"1_1_1_1_1_0_0_0_0_1_1_1_0.1893"
7	91216057	91355286	"1_1_1_1_1_0_0_0_0_1_1_1_0.151"
7	104350953	105359511	"1_1_1_1_1_0_0_0_0_1_1_1_0.675"
7	105722379	105865877	"1_1_1_1_1_0_0_0_0_1_1_1_0.223"
7	116729269	117888121	"1_1_1_1_1_0_0_0_0_1_1_1_0.606"
7	118094647	119434705	"1_1_1_1_1_0_0_0_0_1_1_1_0.708"
7	134405989	134957685	"1_1_1_1_1_0_0_0_0_1_1_1_0.343"
7	135571001	135731922	"1_1_1_1_1_0_0_0_0_1_1_1_0.105"
7	137110545	138633869	"1_1_1_1_1_0_0_0_0_1_1_1_0.1040"
7	143708860	145716083	"1_1_1_1_1_0_0_0_0_1_1_1_0.487"
8	13678953	14727372	"1_1_1_1_1_0_0_0_0_1_1_1_0.1451"
8	15072112	15254453	"1_1_1_1_1_0_0_0_0_1_1_1_0.28"
8	15357356	16019802	"1_1_1_1_1_0_0_0_0_1_1_1_0.53"
8	16066069	18506418	"1_1_1_1_1_0_0_0_0_1_1_1_0.803"
8	18842297	22041485	"1_1_1_1_1_0_0_0_0_1_1_1_0.1725"
8	22208443	23206482	"1_1_1_1_1_0_0_0_0_1_1_1_0.494"
8	26778296	28943906	"1_1_1_1_1_0_0_0_0_1_1_1_0.136"
8	29063776	29309481	"1_1_1_1_1_0_0_0_0_1_1_1_0.70"
8	29360149	30235642	"1_1_1_1_1_0_0_0_0_1_1_1_0.1099"
8	30631003	30764947	"1_1_1_1_1_0_0_0_0_1_1_1_0.99"
8	30864640	30951300	"1_1_1_1_1_0_0_0_0_1_1_1_0.70"
8	30987812	31221195	"1_1_1_1_1_0_0_0_0_1_1_1_0.121"
8	63612845	64047652	"1_1_1_1_1_0_0_0_0_1_1_1_0.247"
8	74665053	77345956	"1_1_1_1_1_0_0_0_0_1_1_1_0.1174"
8	86592087	86623757	"1_1_1_1_1_0_0_0_0_1_1_1_0.26"
8	87757305	88783655	"1_1_1_1_1_0_0_0_0_1_1_1_0.1024"
8	90661101	92386823	"1_1_1_1_1_0_0_0_0_1_1_1_0.2217"
8	93102613	94848898	"1_1_1_1_1_0_0_0_0_1_1_1_0.1724"
8	102625376	102913891	"1_1_1_1_1_0_0_0_0_1_1_1_0.214"
8	124332774	126052611	"1_1_1_1_1_0_0_0_0_1_1_1_0.2406"
8	126134546	129427280	"1_1_1_1_1_0_0_0_0_1_1_1_0.3006"
8	129504142	131077154	"1_1_1_1_1_0_0_0_0_1_1_1_0.1177"
8	131532696	133264660	"1_1_1_1_1_0_0_0_0_1_1_1_0.948"
9	7185433	7227430	"1_1_1_1_1_0_0_0_0_1_1_1_0.26"
10	143014	6558099	"1_1_1_1_1_0_0_0_0_1_1_1_0.3656"
10	6626314	7424857	"1_1_1_1_1_0_0_0_0_1_1_1_0.547"
10	7613507	7711879	"1_1_1_1_1_0_0_0_0_1_1_1_0.69"
10	18986117	19024298	"1_1_1_1_1_0_0_0_0_1_1_1_0.48"
10	19106630	20445322	"1_1_1_1_1_0_0_0_0_1_1_1_0.1678"
10	21390542	23751086	"1_1_1_1_1_0_0_0_0_1_1_1_0.2670"
10	24130092	25222121	"1_1_1_1_1_0_0_0_0_1_1_1_0.1226"
10	27424782	27746186	"1_1_1_1_1_0_0_0_0_1_1_1_0.264"
10	28944849	29075385	"1_1_1_1_1_0_0_0_0_1_1_1_0.190"
10	30239764	30852768	"1_1_1_1_1_0_0_0_0_1_1_1_0.819"
10	33960786	34063447	"1_1_1_1_1_0_0_0_0_1_1_1_0.83"
11	27225177	31225226	"1_1_1_1_1_0_0_0_0_1_1_1_0.4578"
11	31501032	33028060	"1_1_1_1_1_0_0_0_0_1_1_1_0.1591"
12	26324319	26496256	"1_1_1_1_1_0_0_0_0_1_1_1_0.91"
12	26512687	27399693	"1_1_1_1_1_0_0_0_0_1_1_1_0.438"
12	27434606	28037257	"1_1_1_1_1_0_0_0_0_1_1_1_0.548"
12	28725975	30199962	"1_1_1_1_1_0_0_0_0_1_1_1_0.1424"
12	32824017	39003977	"1_1_1_1_1_0_0_0_0_1_1_1_0.6620"
13	21760658	23915736	"1_1_1_1_1_0_0_0_0_1_1_1_0.3560"
13	28134941	36034022	"1_1_1_1_1_0_0_0_0_1_1_1_0.6366"
13	37190324	37299004	"1_1_1_1_1_0_0_0_0_1_1_1_0.39"
13	37412789	40088452	"1_1_1_1_1_0_0_0_0_1_1_1_0.3280"
13	41235977	42467129	"1_1_1_1_1_0_0_0_0_1_1_1_0.1105"
13	81239200	81541800	"1_1_1_1_1_0_0_0_0_1_1_1_0.428"
13	95721490	96418902	"1_1_1_1_1_0_0_0_0_1_1_1_0.337"
13	97135696	97200235	"1_1_1_1_1_0_0_0_0_1_1_1_0.21"
13	106466674	107763634	"1_1_1_1_1_0_0_0_0_1_1_1_0.1189"
13	113678215	113982205	"1_1_1_1_1_0_0_0_0_1_1_1_0.110"
14	30308151	30391978	"1_1_1_1_1_0_0_0_0_1_1_1_0.82"
15	15820559	15853998	"1_1_1_1_1_0_0_0_0_1_1_1_0.27"
15	84266260	84587514	"1_1_1_1_1_0_0_0_0_1_1_1_0.300"
15	84841590	85323430	"1_1_1_1_1_0_0_0_0_1_1_1_0.639"
15	86215454	87397201	"1_1_1_1_1_0_0_0_0_1_1_1_0.1300"
15	88956842	88985861	"1_1_1_1_1_0_0_0_0_1_1_1_0.33"
15	89366375	89460546	"1_1_1_1_1_0_0_0_0_1_1_1_0.151"
15	93558872	93581125	"1_1_1_1_1_0_0_0_0_1_1_1_0.22"
15	94638535	94659841	"1_1_1_1_1_0_0_0_0_1_1_1_0.46"
15	94965612	96051825	"1_1_1_1_1_0_0_0_0_1_1_1_0.1375"
15	97639539	98284184	"1_1_1_1_1_0_0_0_0_1_1_1_0.393"
15	98465305	99772767	"1_1_1_1_1_0_0_0_0_1_1_1_0.910"
15	104001882	104101488	"1_1_1_1_1_0_0_0_0_1_1_1_0.139"
15	105589900	106558598	"1_1_1_1_1_0_0_0_0_1_1_1_0.1417"
16	23479008	24013734	"1_1_1_1_1_0_0_0_0_1_1_1_0.240"
16	24848136	25358221	"1_1_1_1_1_0_0_0_0_1_1_1_0.490"
16	25446383	25694240	"1_1_1_1_1_0_0_0_0_1_1_1_0.146"
16	25781643	27668322	"1_1_1_1_1_0_0_0_0_1_1_1_0.1206"
16	63846553	64522697	"1_1_1_1_1_0_0_0_0_1_1_1_0.977"
16	64717658	65581559	"1_1_1_1_1_0_0_0_0_1_1_1_0.805"
17	55311872	55739908	"1_1_1_1_1_0_0_0_0_1_1_1_0.723"
17	55947836	57423506	"1_1_1_1_1_0_0_0_0_1_1_1_0.1502"
17	59778849	62021599	"1_1_1_1_1_0_0_0_0_1_1_1_0.2383"
17	76858654	77124567	"1_1_1_1_1_0_0_0_0_1_1_1_0.269"
17	82353946	84209252	"1_1_1_1_1_0_0_0_0_1_1_1_0.2989"
17	84332231	85313808	"1_1_1_1_1_0_0_0_0_1_1_1_0.749"
18	54163097	55200838	"1_1_1_1_1_0_0_0_0_1_1_1_0.785"
18	55357125	55496962	"1_1_1_1_1_0_0_0_0_1_1_1_0.115"
18	61047938	61239342	"1_1_1_1_1_0_0_0_0_1_1_1_0.135"
18	61309579	61895817	"1_1_1_1_1_0_0_0_0_1_1_1_0.423"
18	61908308	62907034	"1_1_1_1_1_0_0_0_0_1_1_1_0.776"
18	70038242	70721668	"1_1_1_1_1_0_0_0_0_1_1_1_0.359"
18	71702975	71805553	"1_1_1_1_1_0_0_0_0_1_1_1_0.20"
18	74517709	75403707	"1_1_1_1_1_0_0_0_0_1_1_1_0.145"
18	77274347	80479075	"1_1_1_1_1_0_0_0_0_1_1_1_0.3286"
18	84638462	87649603	"1_1_1_1_1_0_0_0_0_1_1_1_0.3112"
19	23445656	23939118	"1_1_1_1_1_0_0_0_0_1_1_1_0.170"
19	25675314	25699616	"1_1_1_1_1_0_0_0_0_1_1_1_0.36"
19	29487518	31998370	"1_1_1_1_1_0_0_0_0_1_1_1_0.1919"
19	43255293	43316797	"1_1_1_1_1_0_0_0_0_1_1_1_0.29"
19	43599927	43950563	"1_1_1_1_1_0_0_0_0_1_1_1_0.100"
19	44269744	44328663	"1_1_1_1_1_0_0_0_0_1_1_1_0.48"
19	48368067	48383565	"1_1_1_1_1_0_0_0_0_1_1_1_0.24"
19	51675395	53863317	"1_1_1_1_1_0_0_0_0_1_1_1_0.1268"
19	54372252	56672802	"1_1_1_1_1_0_0_0_0_1_1_1_0.570"
19	56858031	58650915	"1_1_1_1_1_0_0_0_0_1_1_1_0.1451"
19	58719887	58859801	"1_1_1_1_1_0_0_0_0_1_1_1_0.46"
19	59318430	60305823	"1_1_1_1_1_0_0_0_0_1_1_1_0.725"
20	3305963	3655209	"1_1_1_1_1_0_0_0_0_1_1_1_0.325"
20	10919500	11165996	"1_1_1_1_1_0_0_0_0_1_1_1_0.116"
20	11242079	11411597	"1_1_1_1_1_0_0_0_0_1_1_1_0.176"
20	13781436	13986195	"1_1_1_1_1_0_0_0_0_1_1_1_0.138"
20	20067838	20451629	"1_1_1_1_1_0_0_0_0_1_1_1_0.480"
21	48973023	49404844	"1_1_1_1_1_0_0_0_0_1_1_1_0.40"
21	57084723	65473360	"1_1_1_1_1_0_0_0_0_1_1_1_0.617"
21	67287191	68126209	"1_1_1_1_1_0_0_0_0_1_1_1_0.32"
21	81875335	99882483	"1_1_1_1_1_0_0_0_0_1_1_1_0.1455"
21	105743749	106653372	"1_1_1_1_1_0_0_0_0_1_1_1_0.229"
21	119297418	119517235	"1_1_1_1_1_0_0_0_0_1_1_1_0.42"
21	120547025	120698171	"1_1_1_1_1_0_0_0_0_1_1_1_0.40"
21	123900994	129066425	"1_1_1_1_1_0_0_0_0_1_1_1_0.532"
21	131385590	138654445	"1_1_1_1_1_0_0_0_0_1_1_1_0.787"
1	558853	2371874	"0_0_0_0_0_0_0_0_0_0_0_0_1.793"
1	2782593	3385165	"0_0_0_0_0_0_0_0_0_0_0_0_1.701"
1	92615963	92917237	"0_0_0_0_0_0_0_0_0_0_0_0_1.318"
1	93229461	93573019	"0_0_0_0_0_0_0_0_0_0_0_0_1.290"
1	159029404	159157006	"0_0_0_0_0_0_0_0_0_0_0_0_1.27"
1	189082714	189296104	"0_0_0_0_0_0_0_0_0_0_0_0_1.360"
2	28523163	29249740	"0_0_0_0_0_0_0_0_0_0_0_0_1.629"
2	29933419	30189032	"0_0_0_0_0_0_0_0_0_0_0_0_1.171"
2	30344819	30992582	"0_0_0_0_0_0_0_0_0_0_0_0_1.357"
2	43620828	45801262	"0_0_0_0_0_0_0_0_0_0_0_0_1.1978"
2	46775133	48154067	"0_0_0_0_0_0_0_0_0_0_0_0_1.668"
2	48335246	48729727	"0_0_0_0_0_0_0_0_0_0_0_0_1.201"
2	48774381	48916939	"0_0_0_0_0_0_0_0_0_0_0_0_1.138"
2	49199151	49292440	"0_0_0_0_0_0_0_0_0_0_0_0_1.68"
2	51404204	51475880	"0_0_0_0_0_0_0_0_0_0_0_0_1.25"
2	51907005	55428909	"0_0_0_0_0_0_0_0_0_0_0_0_1.3207"
2	56306967	56619874	"0_0_0_0_0_0_0_0_0_0_0_0_1.112"
2	79583115	81272165	"0_0_0_0_0_0_0_0_0_0_0_0_1.936"
2	81321334	82460875	"0_0_0_0_0_0_0_0_0_0_0_0_1.1452"
2	213580979	216277720	"0_0_0_0_0_0_0_0_0_0_0_0_1.1952"
2	216310892	219341826	"0_0_0_0_0_0_0_0_0_0_0_0_1.2682"
2	219869905	220294975	"0_0_0_0_0_0_0_0_0_0_0_0_1.223"
2	220911835	222802228	"0_0_0_0_0_0_0_0_0_0_0_0_1.1468"
2	223349534	223761025	"0_0_0_0_0_0_0_0_0_0_0_0_1.121"
2	226007078	226486938	"0_0_0_0_0_0_0_0_0_0_0_0_1.482"
2	235410844	235499806	"0_0_0_0_0_0_0_0_0_0_0_0_1.85"
2	256322329	258110907	"0_0_0_0_0_0_0_0_0_0_0_0_1.1023"
2	259018687	259424738	"0_0_0_0_0_0_0_0_0_0_0_0_1.253"
3	10334220	10695900	"0_0_0_0_0_0_0_0_0_0_0_0_1.452"
3	11935469	13228578	"0_0_0_0_0_0_0_0_0_0_0_0_1.940"
3	14490263	14923247	"0_0_0_0_0_0_0_0_0_0_0_0_1.288"
3	15054437	16321667	"0_0_0_0_0_0_0_0_0_0_0_0_1.911"
3	20838049	21108103	"0_0_0_0_0_0_0_0_0_0_0_0_1.206"
3	23878259	24474600	"0_0_0_0_0_0_0_0_0_0_0_0_1.442"
3	28130278	28707164	"0_0_0_0_0_0_0_0_0_0_0_0_1.541"
3	60268820	60385073	"0_0_0_0_0_0_0_0_0_0_0_0_1.102"
3	61751301	65143694	"0_0_0_0_0_0_0_0_0_0_0_0_1.3363"
3	65235552	65563098	"0_0_0_0_0_0_0_0_0_0_0_0_1.165"
3	95067537	95154349	"0_0_0_0_0_0_0_0_0_0_0_0_1.40"
3	113535148	116538474	"0_0_0_0_0_0_0_0_0_0_0_0_1.2397"
3	118668993	118832838	"0_0_0_0_0_0_0_0_0_0_0_0_1.206"
3	142668564	146819312	"0_0_0_0_0_0_0_0_0_0_0_0_1.1224"
3	147107478	147329740	"0_0_0_0_0_0_0_0_0_0_0_0_1.330"
3	175476471	177388667	"0_0_0_0_0_0_0_0_0_0_0_0_1.507"
4	9023692	9690928	"0_0_0_0_0_0_0_0_0_0_0_0_1.788"
4	28157310	31949211	"0_0_0_0_0_0_0_0_0_0_0_0_1.2528"
4	42425132	44661213	"0_0_0_0_0_0_0_0_0_0_0_0_1.1973"
4	44714728	47524371	"0_0_0_0_0_0_0_0_0_0_0_0_1.2626"
4	92961247	93010719	"0_0_0_0_0_0_0_0_0_0_0_0_1.43"
4	94235257	95469006	"0_0_0_0_0_0_0_0_0_0_0_0_1.603"
4	167157366	168058096	"0_0_0_0_0_0_0_0_0_0_0_0_1.327"
5	30129936	33432964	"0_0_0_0_0_0_0_0_0_0_0_0_1.3578"
5	64613770	68062508	"0_0_0_0_0_0_0_0_0_0_0_0_1.3324"
5	68702186	68907233	"0_0_0_0_0_0_0_0_0_0_0_0_1.384"
5	69039571	69786360	"0_0_0_0_0_0_0_0_0_0_0_0_1.183"
5	69890749	70582928	"0_0_0_0_0_0_0_0_0_0_0_0_1.348"
5	70745288	71957448	"0_0_0_0_0_0_0_0_0_0_0_0_1.554"
5	72403311	72780058	"0_0_0_0_0_0_0_0_0_0_0_0_1.346"
5	73691080	73894412	"0_0_0_0_0_0_0_0_0_0_0_0_1.83"
5	74987688	92487164	"0_0_0_0_0_0_0_0_0_0_0_0_1.12172"
5	92578410	93227652	"0_0_0_0_0_0_0_0_0_0_0_0_1.186"
5	98946762	99190248	"0_0_0_0_0_0_0_0_0_0_0_0_1.249"
5	133744360	138592456	"0_0_0_0_0_0_0_0_0_0_0_0_1.3353"
5	151574571	152421646	"0_0_0_0_0_0_0_0_0_0_0_0_1.577"
5	158046375	158999027	"0_0_0_0_0_0_0_0_0_0_0_0_1.936"
5	159109464	162244891	"0_0_0_0_0_0_0_0_0_0_0_0_1.3594"
5	163246623	163954722	"0_0_0_0_0_0_0_0_0_0_0_0_1.175"
5	170861916	171528213	"0_0_0_0_0_0_0_0_0_0_0_0_1.326"
6	3804606	3844546	"0_0_0_0_0_0_0_0_0_0_0_0_1.33"
6	4498635	5839263	"0_0_0_0_0_0_0_0_0_0_0_0_1.1558"
6	5935039	7978441	"0_0_0_0_0_0_0_0_0_0_0_0_1.2027"
6	10408270	11046089	"0_0_0_0_0_0_0_0_0_0_0_0_1.270"
6	11559636	18890516	"0_0_0_0_0_0_0_0_0_0_0_0_1.2760"
6	106444298	106758525	"0_0_0_0_0_0_0_0_0_0_0_0_1.168"
6	106843287	107689423	"0_0_0_0_0_0_0_0_0_0_0_0_1.793"
6	107772699	111439253	"0_0_0_0_0_0_0_0_0_0_0_0_1.2982"
6	112020348	112556968	"0_0_0_0_0_0_0_0_0_0_0_0_1.682"
6	113517993	113733434	"0_0_0_0_0_0_0_0_0_0_0_0_1.350"
6	114328451	118899635	"0_0_0_0_0_0_0_0_0_0_0_0_1.4870"
6	126013986	126116456	"0_0_0_0_0_0_0_0_0_0_0_0_1.149"
6	126193287	126279728	"0_0_0_0_0_0_0_0_0_0_0_0_1.22"
6	126313128	126344877	"0_0_0_0_0_0_0_0_0_0_0_0_1.20"
7	18344209	26825555	"0_0_0_0_0_0_0_0_0_0_0_0_1.4091"
7	32283830	35343841	"0_0_0_0_0_0_0_0_0_0_0_0_1.3559"
7	35935005	36237863	"0_0_0_0_0_0_0_0_0_0_0_0_1.271"
7	36298858	36831326	"0_0_0_0_0_0_0_0_0_0_0_0_1.212"
7	36949743	37108025	"0_0_0_0_0_0_0_0_0_0_0_0_1.111"
7	37202941	37436770	"0_0_0_0_0_0_0_0_0_0_0_0_1.114"
7	54200097	54415788	"0_0_0_0_0_0_0_0_0_0_0_0_1.220"
7	59009310	62838579	"0_0_0_0_0_0_0_0_0_0_0_0_1.228"
7	64663242	65928396	"0_0_0_0_0_0_0_0_0_0_0_0_1.603"
7	67380308	68018324	"0_0_0_0_0_0_0_0_0_0_0_0_1.306"
7	109472858	111999557	"0_0_0_0_0_0_0_0_0_0_0_0_1.2975"
7	134389096	134713132	"0_0_0_0_0_0_0_0_0_0_0_0_1.86"
7	134865058	135334350	"0_0_0_0_0_0_0_0_0_0_0_0_1.301"
7	135428721	135732660	"0_0_0_0_0_0_0_0_0_0_0_0_1.478"
7	136723971	137908864	"0_0_0_0_0_0_0_0_0_0_0_0_1.1034"
7	137979667	138237453	"0_0_0_0_0_0_0_0_0_0_0_0_1.39"
7	138397740	138576569	"0_0_0_0_0_0_0_0_0_0_0_0_1.154"
7	143420667	143534159	"0_0_0_0_0_0_0_0_0_0_0_0_1.155"
7	143672274	143708411	"0_0_0_0_0_0_0_0_0_0_0_0_1.45"
7	144686178	145092349	"0_0_0_0_0_0_0_0_0_0_0_0_1.57"
7	145268032	145720861	"0_0_0_0_0_0_0_0_0_0_0_0_1.28"
8	14734281	15159228	"0_0_0_0_0_0_0_0_0_0_0_0_1.464"
8	15364936	15459547	"0_0_0_0_0_0_0_0_0_0_0_0_1.23"
8	16077358	16355201	"0_0_0_0_0_0_0_0_0_0_0_0_1.75"
8	16429741	16635345	"0_0_0_0_0_0_0_0_0_0_0_0_1.33"
8	16938613	17192957	"0_0_0_0_0_0_0_0_0_0_0_0_1.200"
8	17260148	18632056	"0_0_0_0_0_0_0_0_0_0_0_0_1.201"
8	18885685	20716202	"0_0_0_0_0_0_0_0_0_0_0_0_1.2162"
8	20727502	21165530	"0_0_0_0_0_0_0_0_0_0_0_0_1.40"
8	21203250	24354302	"0_0_0_0_0_0_0_0_0_0_0_0_1.2928"
8	24739574	25319049	"0_0_0_0_0_0_0_0_0_0_0_0_1.754"
8	27759635	29386165	"0_0_0_0_0_0_0_0_0_0_0_0_1.618"
8	30186468	30951958	"0_0_0_0_0_0_0_0_0_0_0_0_1.633"
8	31088221	31223507	"0_0_0_0_0_0_0_0_0_0_0_0_1.63"
8	63869112	64046156	"0_0_0_0_0_0_0_0_0_0_0_0_1.102"
8	80261583	80484596	"0_0_0_0_0_0_0_0_0_0_0_0_1.180"
8	81012896	83461535	"0_0_0_0_0_0_0_0_0_0_0_0_1.1746"
8	91873435	92393054	"0_0_0_0_0_0_0_0_0_0_0_0_1.305"
8	94899211	99981386	"0_0_0_0_0_0_0_0_0_0_0_0_1.4420"
9	20513603	20728273	"0_0_0_0_0_0_0_0_0_0_0_0_1.260"
9	22918585	23128064	"0_0_0_0_0_0_0_0_0_0_0_0_1.91"
9	23158422	24237970	"0_0_0_0_0_0_0_0_0_0_0_0_1.305"
9	24308818	24739293	"0_0_0_0_0_0_0_0_0_0_0_0_1.201"
9	27224275	28086983	"0_0_0_0_0_0_0_0_0_0_0_0_1.763"
9	79612098	79798216	"0_0_0_0_0_0_0_0_0_0_0_0_1.158"
10	20429415	20647125	"0_0_0_0_0_0_0_0_0_0_0_0_1.69"
10	30728797	31344159	"0_0_0_0_0_0_0_0_0_0_0_0_1.454"
10	50578206	50723796	"0_0_0_0_0_0_0_0_0_0_0_0_1.55"
10	51756482	52097197	"0_0_0_0_0_0_0_0_0_0_0_0_1.393"
10	52331829	52699462	"0_0_0_0_0_0_0_0_0_0_0_0_1.336"
10	70304600	74247543	"0_0_0_0_0_0_0_0_0_0_0_0_1.2929"
10	76428534	76540378	"0_0_0_0_0_0_0_0_0_0_0_0_1.24"
10	77159368	77546176	"0_0_0_0_0_0_0_0_0_0_0_0_1.227"
10	77761023	78000752	"0_0_0_0_0_0_0_0_0_0_0_0_1.156"
10	82087042	82845744	"0_0_0_0_0_0_0_0_0_0_0_0_1.155"
10	82963528	83842071	"0_0_0_0_0_0_0_0_0_0_0_0_1.283"
10	107493275	110616985	"0_0_0_0_0_0_0_0_0_0_0_0_1.2387"
11	54915492	55265536	"0_0_0_0_0_0_0_0_0_0_0_0_1.375"
11	57220502	57472962	"0_0_0_0_0_0_0_0_0_0_0_0_1.92"
11	79721972	80813534	"0_0_0_0_0_0_0_0_0_0_0_0_1.1133"
12	16878307	19344899	"0_0_0_0_0_0_0_0_0_0_0_0_1.1429"
12	19451240	22683586	"0_0_0_0_0_0_0_0_0_0_0_0_1.887"
12	25042760	25272741	"0_0_0_0_0_0_0_0_0_0_0_0_1.132"
12	25669132	25714525	"0_0_0_0_0_0_0_0_0_0_0_0_1.53"
12	26353118	26494926	"0_0_0_0_0_0_0_0_0_0_0_0_1.58"
12	26524546	26993369	"0_0_0_0_0_0_0_0_0_0_0_0_1.313"
12	27046166	28713325	"0_0_0_0_0_0_0_0_0_0_0_0_1.1320"
12	30989809	31802204	"0_0_0_0_0_0_0_0_0_0_0_0_1.884"
12	32493093	32582262	"0_0_0_0_0_0_0_0_0_0_0_0_1.136"
12	32637972	32823627	"0_0_0_0_0_0_0_0_0_0_0_0_1.321"
12	44475396	45897077	"0_0_0_0_0_0_0_0_0_0_0_0_1.909"
13	52371822	55481396	"0_0_0_0_0_0_0_0_0_0_0_0_1.2614"
13	90696005	90917937	"0_0_0_0_0_0_0_0_0_0_0_0_1.120"
13	94152174	94415425	"0_0_0_0_0_0_0_0_0_0_0_0_1.321"
13	96480528	96981435	"0_0_0_0_0_0_0_0_0_0_0_0_1.567"
13	97317678	100554686	"0_0_0_0_0_0_0_0_0_0_0_0_1.943"
13	107770545	110925631	"0_0_0_0_0_0_0_0_0_0_0_0_1.2162"
14	341465	3046076	"0_0_0_0_0_0_0_0_0_0_0_0_1.1735"
14	3659552	3790198	"0_0_0_0_0_0_0_0_0_0_0_0_1.96"
14	4099293	4225720	"0_0_0_0_0_0_0_0_0_0_0_0_1.39"
14	4307627	4503779	"0_0_0_0_0_0_0_0_0_0_0_0_1.235"
14	4527557	4598676	"0_0_0_0_0_0_0_0_0_0_0_0_1.26"
14	4750875	4988342	"0_0_0_0_0_0_0_0_0_0_0_0_1.103"
14	5109549	5358479	"0_0_0_0_0_0_0_0_0_0_0_0_1.112"
14	6165251	6497058	"0_0_0_0_0_0_0_0_0_0_0_0_1.37"
14	6523791	6902430	"0_0_0_0_0_0_0_0_0_0_0_0_1.331"
14	6980350	7036000	"0_0_0_0_0_0_0_0_0_0_0_0_1.23"
14	7254238	7799505	"0_0_0_0_0_0_0_0_0_0_0_0_1.217"
14	7842642	7881429	"0_0_0_0_0_0_0_0_0_0_0_0_1.40"
14	7922055	8282337	"0_0_0_0_0_0_0_0_0_0_0_0_1.171"
14	8332514	8492172	"0_0_0_0_0_0_0_0_0_0_0_0_1.141"
14	8520175	8690841	"0_0_0_0_0_0_0_0_0_0_0_0_1.187"
14	77518853	78439490	"0_0_0_0_0_0_0_0_0_0_0_0_1.1466"
14	84043277	85201816	"0_0_0_0_0_0_0_0_0_0_0_0_1.357"
14	87334417	87736061	"0_0_0_0_0_0_0_0_0_0_0_0_1.336"
14	87952259	88371815	"0_0_0_0_0_0_0_0_0_0_0_0_1.333"
14	88466746	88883462	"0_0_0_0_0_0_0_0_0_0_0_0_1.463"
14	89331380	89473579	"0_0_0_0_0_0_0_0_0_0_0_0_1.89"
14	109508056	109566026	"0_0_0_0_0_0_0_0_0_0_0_0_1.70"
15	62679	1261274	"0_0_0_0_0_0_0_0_0_0_0_0_1.828"
15	1448235	2259082	"0_0_0_0_0_0_0_0_0_0_0_0_1.248"
15	5766962	7659944	"0_0_0_0_0_0_0_0_0_0_0_0_1.542"
15	8208717	8726614	"0_0_0_0_0_0_0_0_0_0_0_0_1.796"
15	11021954	11236475	"0_0_0_0_0_0_0_0_0_0_0_0_1.208"
15	17831057	20163490	"0_0_0_0_0_0_0_0_0_0_0_0_1.1409"
15	97559887	99777462	"0_0_0_0_0_0_0_0_0_0_0_0_1.1444"
16	23480716	23990638	"0_0_0_0_0_0_0_0_0_0_0_0_1.338"
16	60342603	61386960	"0_0_0_0_0_0_0_0_0_0_0_0_1.1308"
16	84073957	84202847	"0_0_0_0_0_0_0_0_0_0_0_0_1.215"
16	84276479	84458629	"0_0_0_0_0_0_0_0_0_0_0_0_1.87"
17	65638592	65721705	"0_0_0_0_0_0_0_0_0_0_0_0_1.103"
17	76791130	76835449	"0_0_0_0_0_0_0_0_0_0_0_0_1.44"
17	77161202	77395259	"0_0_0_0_0_0_0_0_0_0_0_0_1.126"
17	77430857	77667722	"0_0_0_0_0_0_0_0_0_0_0_0_1.166"
17	85948679	88488184	"0_0_0_0_0_0_0_0_0_0_0_0_1.2945"
17	88772273	90843096	"0_0_0_0_0_0_0_0_0_0_0_0_1.1864"
18	2922863	5577714	"0_0_0_0_0_0_0_0_0_0_0_0_1.2625"
18	5799068	8107272	"0_0_0_0_0_0_0_0_0_0_0_0_1.2135"
18	8651196	9361323	"0_0_0_0_0_0_0_0_0_0_0_0_1.700"
18	10503653	12304992	"0_0_0_0_0_0_0_0_0_0_0_0_1.2124"
18	14981026	15723032	"0_0_0_0_0_0_0_0_0_0_0_0_1.819"
18	17880825	19525709	"0_0_0_0_0_0_0_0_0_0_0_0_1.839"
18	43248733	43670806	"0_0_0_0_0_0_0_0_0_0_0_0_1.221"
18	43798851	44017868	"0_0_0_0_0_0_0_0_0_0_0_0_1.150"
18	44449063	44785644	"0_0_0_0_0_0_0_0_0_0_0_0_1.67"
18	46252179	47352135	"0_0_0_0_0_0_0_0_0_0_0_0_1.1822"
18	53269104	53462875	"0_0_0_0_0_0_0_0_0_0_0_0_1.204"
18	53835805	55379618	"0_0_0_0_0_0_0_0_0_0_0_0_1.1518"
18	58739757	58782556	"0_0_0_0_0_0_0_0_0_0_0_0_1.118"
